Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Year,Month,Day,Hour,Day_of_Week,Is_Weekend,Avg_Number_of_Riders,Avg_Historical_Cost_of_Ride,Lag_Number_of_Riders,Lag_Historical_Cost_of_Ride
100,18,Suburban,Silver,50,4.89,2024-10-21 09:00:00,Premium,51,213.8232968736634,2024,10,21,9,0,0,67.42857142857143,384.8460438402798,58.0,247.4420018201041
94,28,Urban,Regular,59,4.45,2024-10-21 21:00:00,Economy,173,652.5878909594384,2024,10,21,21,0,0,75.57142857142857,386.1840826439711,100.0,213.8232968736634
49,6,Rural,Silver,23,4.65,2024-10-21 21:00:00,Premium,69,289.6463054085282,2024,10,21,21,0,0,69.28571428571429,387.4960967451629,94.0,652.5878909594384
42,7,Rural,Gold,90,3.67,2024-10-21 18:00:00,Economy,32,123.762469326047,2024,10,21,18,0,0,65.85714285714286,381.318760898302,49.0,289.6463054085282
79,63,Urban,Gold,56,4.66,2024-10-21 18:00:00,Premium,70,292.5906288976858,2024,10,21,18,0,0,70.42857142857143,387.93308460491994,42.0,123.762469326047
59,5,Rural,Gold,17,4.97,2024-10-21 18:00:00,Premium,143,440.93951077757487,2024,10,21,18,0,0,68.71428571428571,394.49982474654263,79.0,292.5906288976858
54,7,Urban,Regular,91,3.75,2024-10-21 21:00:00,Economy,97,298.3226183929867,2024,10,21,21,0,0,68.14285714285714,393.40414356341967,59.0,440.93951077757487
60,6,Rural,Silver,65,4.76,2024-10-21 09:00:00,Economy,168,629.2044295696749,2024,10,21,9,0,0,62.42857142857143,394.53658384278816,54.0,298.3226183929867
26,13,Suburban,Silver,4,3.63,2024-10-21 21:00:00,Premium,123,441.99619244539696,2024,10,21,21,0,0,52.714285714285715,393.73770086930324,60.0,629.2044295696749
90,10,Rural,Silver,59,4.44,2024-10-21 09:00:00,Premium,147,691.5012905566776,2024,10,21,9,0,0,58.57142857142857,413.2960102192136,26.0,441.99619244539696
34,12,Suburban,Silver,38,4.18,2024-10-21 14:00:00,Economy,24,106.94859059241988,2024,10,21,14,0,0,57.42857142857143,390.725792371163,90.0,691.5012905566776
80,34,Suburban,Silver,84,3.8,2024-10-21 21:00:00,Economy,174,561.4385219871201,2024,10,21,21,0,0,57.57142857142857,396.67607850844036,34.0,106.94859059241988
21,7,Rural,Regular,58,4.31,2024-10-21 09:00:00,Premium,75,328.45835687553256,2024,10,21,9,0,0,52.142857142857146,396.9814666345719,80.0,561.4385219871201
97,71,Suburban,Silver,52,4.32,2024-10-21 18:00:00,Economy,36,133.38738314122594,2024,10,21,18,0,0,58.285714285714285,380.0898014357202,21.0,328.45835687553256
64,7,Suburban,Regular,92,4.58,2024-10-21 18:00:00,Premium,16,114.6992021313152,2024,10,21,18,0,0,58.857142857142854,375.79666199392716,97.0,133.38738314122594
47,34,Rural,Gold,16,4.38,2024-10-21 18:00:00,Premium,46,237.14338896943255,2024,10,21,18,0,0,61.857142857142854,379.2012458226027,64.0,114.6992021313152
44,28,Rural,Gold,30,3.93,2024-10-21 18:00:00,Premium,42,157.10657171647188,2024,10,21,18,0,0,55.285714285714285,371.33933343693127,47.0,237.14338896943255
21,9,Suburban,Gold,13,4.01,2024-10-21 18:00:00,Economy,127,431.251597706785,2024,10,21,18,0,0,53.42857142857143,365.13810335862166,44.0,157.10657171647188
57,37,Urban,Gold,59,3.92,2024-10-21 18:00:00,Economy,159,585.8075881778408,2024,10,21,18,0,0,50.142857142857146,374.30540964804317,21.0,431.251597706785
62,5,Rural,Silver,51,4.4,2024-10-21 14:00:00,Economy,160,647.204374917644,2024,10,21,14,0,0,56.0,370.2098591179331,57.0,585.8075881778408
25,6,Urban,Gold,60,3.91,2024-10-21 18:00:00,Premium,145,559.578839787104,2024,10,21,18,0,0,45.714285714285715,376.41233019089174,62.0,647.204374917644
92,33,Suburban,Silver,70,3.69,2024-10-21 18:00:00,Premium,46,173.1505322724627,2024,10,21,18,0,0,49.714285714285715,355.03669606848337,25.0,559.578839787104
38,7,Rural,Gold,46,3.79,2024-10-21 21:00:00,Economy,78,198.17046750812372,2024,10,21,21,0,0,48.42857142857143,345.86415520882,92.0,173.1505322724627
99,31,Urban,Silver,0,3.54,2024-10-21 09:00:00,Economy,50,192.7088692483722,2024,10,21,9,0,0,56.285714285714285,343.395524887297,38.0,198.17046750812372
35,7,Rural,Regular,65,4.19,2024-10-21 21:00:00,Economy,65,165.0758241756551,2024,10,21,21,0,0,58.285714285714285,336.5859970638151,99.0,192.7088692483722
30,13,Urban,Gold,53,3.68,2024-10-21 21:00:00,Premium,124,379.4680328899806,2024,10,21,21,0,0,54.42857142857143,345.51080011882885,35.0,165.0758241756551
28,6,Urban,Gold,53,4.48,2024-10-21 21:00:00,Premium,148,461.10955384851616,2024,10,21,21,0,0,49.57142857142857,346.549506709627,30.0,379.4680328899806
59,47,Rural,Silver,73,3.54,2024-10-21 21:00:00,Economy,75,234.5672445982206,2024,10,21,21,0,0,54.42857142857143,340.54247151948823,28.0,461.10955384851616
24,13,Urban,Silver,50,4.26,2024-10-21 21:00:00,Premium,141,540.0620306756346,2024,10,21,21,0,0,44.714285714285715,350.9717868749212,59.0,234.5672445982206
21,6,Suburban,Regular,15,3.81,2024-10-21 18:00:00,Premium,80,318.8415033130425,2024,10,21,18,0,0,42.285714285714285,353.35177025801914,24.0,540.0620306756346
84,54,Suburban,Silver,59,4.98,2024-10-21 14:00:00,Premium,43,196.31514152174805,2024,10,21,14,0,0,40.142857142857146,352.76816507962195,21.0,318.8415033130425
100,50,Urban,Silver,83,4.91,2024-10-21 09:00:00,Premium,173,622.4914304114809,2024,10,21,9,0,0,49.42857142857143,351.7649497280234,84.0,196.31514152174805
30,11,Urban,Silver,99,4.96,2024-10-21 18:00:00,Economy,83,349.6745279402746,2024,10,21,18,0,0,49.42857142857143,353.7658904790816,100.0,622.4914304114809
45,35,Rural,Regular,0,4.58,2024-10-21 14:00:00,Premium,41,206.1473318707726,2024,10,21,14,0,0,51.857142857142854,356.5120525639058,30.0,349.6745279402746
53,35,Urban,Gold,35,3.92,2024-10-21 14:00:00,Premium,166,635.9330544824535,2024,10,21,14,0,0,51.0,367.956800083398,45.0,206.1473318707726
65,41,Rural,Gold,51,3.57,2024-10-21 21:00:00,Premium,48,251.1121418065252,2024,10,21,21,0,0,56.857142857142854,361.6292211176963,53.0,635.9330544824535
93,6,Rural,Silver,85,4.47,2024-10-21 21:00:00,Economy,107,324.098767437868,2024,10,21,21,0,0,67.14285714285714,362.4884260858591,65.0,251.1121418065252
28,5,Rural,Regular,69,4.49,2024-10-21 09:00:00,Premium,132,425.4887347951667,2024,10,21,9,0,0,59.142857142857146,355.69790292670876,93.0,324.098767437868
38,8,Urban,Silver,78,3.57,2024-10-21 21:00:00,Economy,114,470.2690237026412,2024,10,21,21,0,0,50.285714285714285,356.64033063528365,28.0,425.4887347951667
25,6,Urban,Regular,69,4.45,2024-10-21 18:00:00,Premium,94,398.051725971793,2024,10,21,18,0,0,49.57142857142857,346.8586784824541,38.0,470.2690237026412
76,23,Rural,Regular,64,3.57,2024-10-21 21:00:00,Premium,115,564.9317250247195,2024,10,21,21,0,0,54.0,362.1247829635308,25.0,398.051725971793
22,7,Suburban,Gold,73,4.91,2024-10-21 09:00:00,Premium,73,238.31899146487595,2024,10,21,9,0,0,49.57142857142857,351.35413194612266,76.0,564.9317250247195
40,5,Rural,Silver,17,4.55,2024-10-21 14:00:00,Economy,72,184.9552256292673,2024,10,21,14,0,0,46.0,346.57069423791376,22.0,238.31899146487595
89,16,Suburban,Regular,27,4.86,2024-10-21 14:00:00,Economy,161,624.305615960136,2024,10,21,14,0,0,45.42857142857143,362.9346353318775,40.0,184.9552256292673
31,21,Suburban,Silver,77,4.83,2024-10-21 14:00:00,Economy,107,389.3845083155804,2024,10,21,14,0,0,45.857142857142854,372.09081220468636,89.0,624.305615960136
92,45,Rural,Silver,59,4.23,2024-10-21 09:00:00,Premium,121,574.8939389332888,2024,10,21,9,0,0,53.57142857142857,383.3491638701482,31.0,389.3845083155804
58,32,Urban,Gold,92,4.59,2024-10-21 14:00:00,Premium,111,517.9444619823878,2024,10,21,14,0,0,58.285714285714285,395.3770935456787,92.0,574.8939389332888
58,20,Rural,Silver,42,3.51,2024-10-21 18:00:00,Economy,125,527.1792011771714,2024,10,21,18,0,0,55.714285714285715,398.57468032802495,58.0,517.9444619823878
36,7,Suburban,Regular,26,4.35,2024-10-21 09:00:00,Economy,59,201.49683080394215,2024,10,21,9,0,0,57.714285714285715,385.764321748895,58.0,527.1792011771714
66,40,Rural,Regular,93,4.86,2024-10-21 18:00:00,Economy,153,627.0167510146084,2024,10,21,18,0,0,61.42857142857143,385.0914009521272,36.0,201.49683080394215
76,54,Urban,Regular,58,4.05,2024-10-21 18:00:00,Economy,74,218.6251778894482,2024,10,21,18,0,0,59.57142857142857,373.7262788888719,66.0,627.0167510146084
55,23,Urban,Gold,46,4.58,2024-10-21 14:00:00,Premium,150,654.676536309137,2024,10,21,14,0,0,63.0,389.7771456900944,76.0,218.6251778894482
21,8,Urban,Regular,57,4.78,2024-10-21 21:00:00,Premium,84,293.5602166445157,2024,10,21,21,0,0,52.857142857142854,392.9568039946408,55.0,654.676536309137
61,45,Rural,Gold,42,4.25,2024-10-21 14:00:00,Economy,102,421.98526198279467,2024,10,21,14,0,0,53.285714285714285,400.59935041912155,21.0,293.5602166445157
72,62,Suburban,Regular,48,3.82,2024-10-21 18:00:00,Economy,126,553.7408048680613,2024,10,21,18,0,0,55.285714285714285,413.5548497755351,61.0,421.98526198279467
65,18,Rural,Gold,65,4.01,2024-10-21 09:00:00,Economy,111,330.62430999065225,2024,10,21,9,0,0,59.42857142857143,411.9267256788908,72.0,553.7408048680613
20,8,Rural,Silver,27,4.99,2024-10-21 09:00:00,Economy,83,261.4451502998812,2024,10,21,9,0,0,52.857142857142854,405.271245560603,65.0,330.62430999065225
22,7,Suburban,Silver,16,4.1,2024-10-21 21:00:00,Economy,147,520.0637873298249,2024,10,21,21,0,0,45.142857142857146,414.78779698498977,20.0,261.4451502998812
72,49,Suburban,Gold,15,4.34,2024-10-21 21:00:00,Premium,19,117.63327810103034,2024,10,21,21,0,0,47.57142857142857,400.7068385658364,22.0,520.0637873298249
42,30,Urban,Regular,26,4.79,2024-10-21 14:00:00,Economy,138,493.0149508584995,2024,10,21,14,0,0,50.57142857142857,406.5126201506848,72.0,117.63327810103034
100,54,Suburban,Regular,91,4.59,2024-10-21 21:00:00,Premium,61,203.1132957396489,2024,10,21,21,0,0,56.142857142857146,406.73922529128157,42.0,493.0149508584995
87,32,Suburban,Silver,38,4.76,2024-10-21 14:00:00,Economy,114,421.7762985074602,2024,10,21,14,0,0,58.285714285714285,400.0487208944809,100.0,203.1132957396489
36,8,Urban,Gold,47,4.07,2024-10-21 14:00:00,Economy,77,305.0088858607341,2024,10,21,14,0,0,54.142857142857146,398.5598661584962,87.0,421.7762985074602
70,38,Urban,Silver,99,4.19,2024-10-21 09:00:00,Economy,76,317.77188818101894,2024,10,21,9,0,0,61.285714285714285,402.2806847021711,36.0,305.0088858607341
41,7,Urban,Gold,4,4.15,2024-10-21 21:00:00,Economy,83,364.9140560714328,2024,10,21,21,0,0,64.0,393.2467180884704,70.0,317.77188818101894
59,40,Rural,Gold,64,4.72,2024-10-21 21:00:00,Economy,157,398.3194964103068,2024,10,21,21,0,0,62.142857142857146,398.1536299085965,41.0,364.9140560714328
33,14,Urban,Regular,38,4.89,2024-10-21 09:00:00,Economy,127,461.3060120664082,2024,10,21,9,0,0,60.857142857142854,402.72720472954785,59.0,398.3194964103068
70,26,Urban,Silver,15,3.67,2024-10-21 21:00:00,Premium,70,358.2348071386952,2024,10,21,21,0,0,56.57142857142857,400.4854071409988,33.0,461.3060120664082
45,7,Rural,Regular,87,4.35,2024-10-21 18:00:00,Economy,74,224.3071067625652,2024,10,21,18,0,0,50.57142857142857,392.2866765763295,70.0,358.2348071386952
98,71,Suburban,Regular,83,4.55,2024-10-21 09:00:00,Economy,139,558.3815496134125,2024,10,21,9,0,0,59.42857142857143,397.63100403105017,45.0,224.3071067625652
75,63,Urban,Gold,42,4.55,2024-10-21 18:00:00,Premium,138,660.4425622593634,2024,10,21,18,0,0,60.142857142857146,400.8146986055383,98.0,558.3815496134125
100,34,Rural,Gold,33,4.75,2024-10-21 21:00:00,Economy,156,537.4486716625657,2024,10,21,21,0,0,68.57142857142857,410.7856879454613,75.0,660.4425622593634
76,23,Urban,Silver,53,3.94,2024-10-21 18:00:00,Economy,117,480.104370355134,2024,10,21,18,0,0,71.0,420.6239927696569,100.0,537.4486716625657
32,12,Urban,Silver,69,3.68,2024-10-21 09:00:00,Economy,55,162.28310451017555,2024,10,21,9,0,0,70.85714285714286,405.22324238799155,76.0,480.104370355134
35,23,Suburban,Gold,58,3.78,2024-10-21 14:00:00,Economy,164,638.0445145215127,2024,10,21,14,0,0,65.85714285714286,413.5119092615226,32.0,162.28310451017555
30,16,Suburban,Gold,89,3.63,2024-10-21 14:00:00,Economy,142,420.1110979571745,2024,10,21,14,0,0,63.714285714285715,408.3524812289854,35.0,638.0445145215127
75,56,Urban,Regular,66,3.69,2024-10-21 18:00:00,Premium,22,124.49060049402551,2024,10,21,18,0,0,60.42857142857143,395.2373525127067,30.0,420.1110979571745
25,6,Rural,Regular,23,3.95,2024-10-21 09:00:00,Premium,55,235.27811761739352,2024,10,21,9,0,0,53.285714285714285,385.50731639404745,75.0,124.49060049402551
88,16,Suburban,Gold,26,4.18,2024-10-21 09:00:00,Economy,32,127.33149010162909,2024,10,21,9,0,0,51.57142857142857,383.03513837063696,25.0,235.27811761739352
43,26,Rural,Silver,69,4.9,2024-10-21 18:00:00,Economy,107,391.0269903920518,2024,10,21,18,0,0,46.857142857142854,375.16881301655184,88.0,127.33149010162909
39,20,Rural,Silver,97,4.25,2024-10-21 09:00:00,Economy,121,319.5430197104816,2024,10,21,9,0,0,47.857142857142854,378.532741077253,43.0,391.0269903920518
77,63,Suburban,Gold,72,4.56,2024-10-21 09:00:00,Economy,113,380.2853707615285,2024,10,21,9,0,0,53.857142857142854,369.3863688923326,39.0,319.5430197104816
41,14,Suburban,Silver,59,4.72,2024-10-21 09:00:00,Premium,49,179.62342246641472,2024,10,21,9,0,0,55.42857142857143,365.5884757530626,77.0,380.2853707615285
51,20,Rural,Silver,97,4.8,2024-10-21 09:00:00,Economy,130,452.112640122952,2024,10,21,9,0,0,52.0,366.5927216910678,41.0,179.62342246641472
30,10,Suburban,Gold,86,4.95,2024-10-21 18:00:00,Economy,149,565.6691466337952,2024,10,21,18,0,0,52.714285714285715,366.9903330832589,51.0,452.112640122952
29,8,Urban,Gold,52,4.68,2024-10-21 14:00:00,Premium,121,402.1558775823215,2024,10,21,14,0,0,44.285714285714285,369.37471866964796,30.0,565.6691466337952
21,5,Rural,Gold,8,4.44,2024-10-21 14:00:00,Premium,159,689.8421599513094,2024,10,21,14,0,0,41.142857142857146,383.6546189913622,29.0,402.1558775823215
50,15,Suburban,Regular,62,4.51,2024-10-21 21:00:00,Economy,83,307.6469280930268,2024,10,21,21,0,0,42.714285714285715,376.5740570168023,21.0,689.8421599513094
61,42,Rural,Gold,11,3.72,2024-10-21 21:00:00,Economy,52,186.5262770863605,2024,10,21,21,0,0,40.42857142857143,378.87049031631324,50.0,307.6469280930268
67,5,Suburban,Silver,81,4.53,2024-10-21 09:00:00,Premium,14,91.06777716361007,2024,10,21,9,0,0,44.142857142857146,365.4722511931503,61.0,186.5262770863605
73,22,Suburban,Regular,26,4.99,2024-10-21 21:00:00,Economy,33,143.8549860520897,2024,10,21,21,0,0,47.285714285714285,363.49697420356495,67.0,91.06777716361007
35,18,Urban,Gold,27,3.82,2024-10-21 09:00:00,Economy,158,553.837359075948,2024,10,21,9,0,0,48.0,367.89900955584795,73.0,143.8549860520897
96,58,Urban,Silver,25,3.61,2024-10-21 09:00:00,Economy,85,336.56848365859423,2024,10,21,9,0,0,57.57142857142857,368.9509961491099,35.0,553.837359075948
38,28,Urban,Gold,8,4.83,2024-10-21 09:00:00,Economy,29,95.02020685904614,2024,10,21,9,0,0,60.0,361.5259401050442,96.0,336.56848365859423
75,28,Urban,Gold,6,4.02,2024-10-21 18:00:00,Premium,171,575.0117219060105,2024,10,21,18,0,0,63.57142857142857,368.52919563286343,38.0,95.02020685904614
57,26,Suburban,Silver,92,4.11,2024-10-21 14:00:00,Premium,58,264.675747588135,2024,10,21,14,0,0,63.0,364.07440400545767,75.0,575.0117219060105
36,10,Rural,Gold,65,3.54,2024-10-21 21:00:00,Economy,53,185.61792391524813,2024,10,21,21,0,0,58.57142857142857,354.8848010670856,57.0,264.675747588135
73,27,Rural,Gold,98,3.97,2024-10-21 18:00:00,Economy,57,251.1556502722435,2024,10,21,18,0,0,58.57142857142857,351.31549583820396,36.0,185.61792391524813
68,29,Rural,Gold,51,3.99,2024-10-21 18:00:00,Economy,110,299.689056274687,2024,10,21,18,0,0,63.285714285714285,353.82822748860804,73.0,251.1556502722435
25,9,Rural,Gold,11,3.58,2024-10-21 21:00:00,Economy,31,92.65681121424488,2024,10,21,21,0,0,53.142857142857146,338.30406954196917,68.0,299.689056274687
97,25,Urban,Regular,95,4.91,2024-10-21 21:00:00,Premium,101,332.2293764400841,2024,10,21,21,0,0,61.57142857142857,327.3636300146598,25.0,92.65681121424488
30,7,Rural,Regular,85,3.74,2024-10-21 18:00:00,Economy,44,184.11208970364285,2024,10,21,18,0,0,55.142857142857146,315.5857439493624,97.0,332.2293764400841
83,7,Suburban,Gold,24,4.9,2024-10-21 09:00:00,Premium,24,124.5817744544144,2024,10,21,9,0,0,58.857142857142854,303.73499075267165,30.0,184.11208970364285
27,5,Rural,Gold,2,4.3,2024-10-21 18:00:00,Economy,22,60.98181721983856,2024,10,21,18,0,0,57.57142857142857,300.3582811763271,83.0,124.5817744544144
58,21,Suburban,Gold,72,4.14,2024-10-21 14:00:00,Economy,10,35.88598786056829,2024,10,21,14,0,0,55.42857142857143,280.286330287629,27.0,60.98181721983856
32,15,Urban,Gold,67,3.76,2024-10-21 18:00:00,Premium,23,132.12301879164062,2024,10,21,18,0,0,50.285714285714285,270.6867276487779,58.0,35.88598786056829
76,8,Urban,Gold,40,4.68,2024-10-21 14:00:00,Economy,157,561.5796822292014,2024,10,21,14,0,0,57.57142857142857,285.25636370661704,32.0,132.12301879164062
21,9,Suburban,Regular,38,4.54,2024-10-21 09:00:00,Economy,179,546.3787898746884,2024,10,21,9,0,0,46.714285714285715,295.62638611519355,76.0,561.5796822292014
47,37,Urban,Gold,53,4.69,2024-10-21 21:00:00,Economy,41,147.4597413359118,2024,10,21,21,0,0,49.142857142857146,296.297327823003,21.0,546.3787898746884
33,20,Suburban,Regular,97,4.13,2024-10-21 09:00:00,Premium,169,668.8922140357987,2024,10,21,9,0,0,42.0,305.5595019444612,47.0,147.4597413359118
92,66,Rural,Silver,26,3.56,2024-10-21 18:00:00,Economy,19,62.06928479024478,2024,10,21,18,0,0,51.285714285714285,296.9770441137866,33.0,668.8922140357987
24,7,Rural,Silver,34,3.51,2024-10-21 14:00:00,Premium,111,477.7411361723483,2024,10,21,14,0,0,46.42857142857143,300.2255696274807,92.0,62.06928479024478
75,9,Rural,Gold,71,4.06,2024-10-21 21:00:00,Economy,150,411.0057654245888,2024,10,21,21,0,0,52.57142857142857,307.93831439275317,24.0,477.7411361723483
89,76,Urban,Gold,35,4.8,2024-10-21 21:00:00,Premium,177,650.2985711974341,2024,10,21,21,0,0,54.42857142857143,314.5445120952359,75.0,411.0057654245888
67,20,Urban,Regular,42,4.13,2024-10-21 18:00:00,Economy,68,243.22861759627588,2024,10,21,18,0,0,61.0,303.79649446065184,89.0,650.2985711974341
61,23,Suburban,Silver,51,4.73,2024-10-21 18:00:00,Premium,150,680.9330686248741,2024,10,21,18,0,0,63.0,313.0890674954036,67.0,243.22861759627588
80,67,Rural,Regular,80,4.74,2024-10-21 21:00:00,Economy,147,432.30725774113824,2024,10,21,21,0,0,69.71428571428571,304.50457075506455,61.0,680.9330686248741
66,15,Suburban,Gold,62,4.59,2024-10-21 21:00:00,Economy,161,720.729944900258,2024,10,21,21,0,0,66.0,318.27400464863894,80.0,432.30725774113824
39,12,Suburban,Regular,54,3.77,2024-10-21 09:00:00,Premium,176,510.4543750320455,2024,10,21,9,0,0,68.14285714285714,329.0716079134952,66.0,720.729944900258
46,22,Urban,Regular,9,4.33,2024-10-21 09:00:00,Economy,128,522.7974318549136,2024,10,21,9,0,0,64.0,343.4625964032053,39.0,510.4543750320455
89,74,Rural,Silver,41,4.89,2024-10-21 09:00:00,Premium,115,432.16279228896633,2024,10,21,9,0,0,64.0,353.07285661110114,46.0,522.7974318549136
60,16,Urban,Gold,56,4.33,2024-10-21 21:00:00,Premium,126,382.4570671338528,2024,10,21,21,0,0,63.0,347.3601802130313,89.0,432.16279228896633
58,13,Rural,Regular,99,3.62,2024-10-21 09:00:00,Premium,106,351.43931589566165,2024,10,21,9,0,0,62.57142857142857,347.85587462093355,60.0,382.4570671338528
68,16,Urban,Silver,93,4.44,2024-10-21 09:00:00,Premium,154,510.19578633034166,2024,10,21,9,0,0,60.857142857142854,361.69506060331,58.0,351.43931589566165
45,19,Suburban,Silver,71,3.72,2024-10-21 21:00:00,Economy,121,313.92644056486665,2024,10,21,21,0,0,57.857142857142854,352.99221789193865,68.0,510.19578633034166
91,61,Suburban,Gold,100,4.88,2024-10-21 21:00:00,Economy,101,372.2298219510593,2024,10,21,21,0,0,65.28571428571429,356.57735370403606,45.0,313.92644056486665
39,12,Urban,Regular,70,4.02,2024-10-21 09:00:00,Premium,66,314.46800852423786,2024,10,21,9,0,0,64.28571428571429,360.8723565243357,91.0,372.2298219510593
97,9,Rural,Gold,58,4.32,2024-10-21 18:00:00,Premium,142,491.5779538643877,2024,10,21,18,0,0,65.42857142857143,368.88643331074053,39.0,314.46800852423786
42,18,Suburban,Silver,39,3.94,2024-10-21 14:00:00,Economy,128,527.1558943563921,2024,10,21,14,0,0,62.857142857142854,376.46866124679735,97.0,491.5779538643877
27,15,Urban,Gold,11,3.77,2024-10-21 18:00:00,Economy,111,432.849396942834,2024,10,21,18,0,0,58.42857142857143,387.808414104417,42.0,527.1558943563921
67,48,Rural,Regular,94,4.3,2024-10-21 18:00:00,Premium,168,544.6027807887253,2024,10,21,18,0,0,58.285714285714285,394.88752758270505,27.0,432.849396942834
69,51,Urban,Regular,75,3.57,2024-10-21 21:00:00,Premium,136,470.18271352951473,2024,10,21,21,0,0,61.714285714285715,404.42321504356744,67.0,544.6027807887253
69,47,Urban,Regular,65,4.22,2024-10-21 21:00:00,Economy,18,53.5391040086766,2024,10,21,21,0,0,58.57142857142857,402.05512602870954,69.0,470.18271352951473
93,18,Suburban,Gold,34,3.54,2024-10-21 14:00:00,Economy,80,352.0685727015968,2024,10,21,14,0,0,66.28571428571429,411.7580178781015,69.0,53.5391040086766
84,74,Suburban,Regular,7,4.4,2024-10-21 14:00:00,Premium,101,396.3698341114785,2024,10,21,14,0,0,64.42857142857143,423.7741460864651,93.0,352.0685727015968
96,48,Urban,Gold,41,4.39,2024-10-21 09:00:00,Economy,130,367.7829980600229,2024,10,21,9,0,0,72.14285714285714,431.6294787287446,84.0,396.3698341114785
30,13,Suburban,Gold,72,4.18,2024-10-21 21:00:00,Premium,113,352.9356730761453,2024,10,21,21,0,0,72.57142857142857,424.6746784236427,96.0,367.7829980600229
60,48,Suburban,Regular,15,4.06,2024-10-21 09:00:00,Economy,78,339.1055825696459,2024,10,21,9,0,0,71.57142857142857,417.7655715134746,30.0,352.9356730761453
72,39,Urban,Regular,39,3.77,2024-10-21 21:00:00,Premium,115,347.8959667426787,2024,10,21,21,0,0,72.0,424.4467790270335,60.0,339.1055825696459
31,13,Suburban,Regular,82,4.63,2024-10-21 09:00:00,Economy,108,469.2509135918648,2024,10,21,9,0,0,66.57142857142857,417.7920690122357,72.0,347.8959667426787
71,13,Rural,Silver,60,4.3,2024-10-21 21:00:00,Premium,62,213.8430201203033,2024,10,21,21,0,0,63.42857142857143,422.85119352323767,31.0,469.2509135918648
91,61,Rural,Silver,86,4.44,2024-10-21 09:00:00,Premium,129,567.5392184514062,2024,10,21,9,0,0,64.42857142857143,425.84446293253956,71.0,213.8430201203033
91,60,Rural,Gold,2,3.53,2024-10-21 18:00:00,Premium,107,492.179013222281,2024,10,21,18,0,0,63.714285714285715,428.5502378591293,91.0,567.5392184514062
32,6,Urban,Silver,13,4.75,2024-10-21 14:00:00,Economy,53,173.88747446193491,2024,10,21,14,0,0,64.0,412.66986796794595,91.0,492.179013222281
23,10,Suburban,Gold,47,4.84,2024-10-21 18:00:00,Economy,125,418.10682439062094,2024,10,21,18,0,0,58.714285714285715,418.4991415277575,32.0,173.88747446193491
61,47,Suburban,Silver,100,4.58,2024-10-21 21:00:00,Premium,157,658.3040013013618,2024,10,21,21,0,0,57.142857142857146,417.7448392836405,23.0,418.10682439062094
57,40,Urban,Regular,78,3.62,2024-10-21 14:00:00,Economy,171,764.5953413909641,2024,10,21,14,0,0,60.857142857142854,428.8211087386346,61.0,658.3040013013618
89,70,Suburban,Gold,86,4.51,2024-10-21 14:00:00,Economy,90,384.2092919756728,2024,10,21,14,0,0,63.42857142857143,417.60375364114844,57.0,764.5953413909641
64,45,Rural,Gold,22,3.96,2024-10-21 21:00:00,Premium,118,404.6018875393623,2024,10,21,21,0,0,59.57142857142857,414.07533739139234,89.0,384.2092919756728
91,29,Urban,Regular,82,3.73,2024-10-21 14:00:00,Premium,90,446.81702579708536,2024,10,21,14,0,0,59.57142857142857,411.54265718946476,64.0,404.6018875393623
91,53,Suburban,Gold,67,4.56,2024-10-21 21:00:00,Economy,50,158.1067231747087,2024,10,21,21,0,0,68.0,402.40745488565614,91.0,446.81702579708536
69,37,Suburban,Regular,47,4.39,2024-10-21 18:00:00,Premium,60,284.2362895344896,2024,10,21,18,0,0,74.57142857142857,399.13342896567735,91.0,158.1067231747087
71,61,Suburban,Regular,79,3.85,2024-10-21 14:00:00,Economy,147,591.2989763287625,2024,10,21,14,0,0,76.0,407.1287509801141,69.0,284.2362895344896
38,7,Rural,Silver,28,3.85,2024-10-21 18:00:00,Economy,12,36.00027803358747,2024,10,21,18,0,0,73.28571428571429,391.322234036889,71.0,591.2989763287625
100,32,Suburban,Regular,67,3.94,2024-10-21 18:00:00,Premium,162,581.1370845965885,2024,10,21,18,0,0,74.85714285714286,400.229255504613,38.0,36.00027803358747
65,51,Suburban,Gold,97,4.81,2024-10-21 21:00:00,Premium,144,588.1367698544636,2024,10,21,21,0,0,75.0,407.4261537680598,100.0,581.1370845965885
73,38,Urban,Regular,91,4.23,2024-10-21 18:00:00,Premium,86,400.2673330229722,2024,10,21,18,0,0,72.42857142857143,410.2861312513509,65.0,588.1367698544636
56,25,Suburban,Regular,87,3.73,2024-10-21 18:00:00,Premium,172,575.4102708388258,2024,10,21,18,0,0,67.42857142857143,413.08054181716557,73.0,400.2673330229722
75,55,Rural,Silver,80,4.7,2024-10-21 09:00:00,Economy,69,190.9788526811355,2024,10,21,9,0,0,68.28571428571429,401.87464042799036,56.0,575.4102708388258
97,21,Urban,Regular,43,3.79,2024-10-21 14:00:00,Premium,106,398.1593839328215,2024,10,21,14,0,0,72.0,400.7183066609899,75.0,190.9788526811355
94,71,Rural,Regular,48,4.73,2024-10-21 21:00:00,Premium,169,770.8733244527833,2024,10,21,21,0,0,80.0,408.2606581164585,97.0,398.1593839328215
